"ResponseId","HHResponseId","HHCODE","PERCODE","PERNAME","CHANGES_TEXT","VALUES_1","VALUES_2","VALUES_3","VALUES_4","VALUES_5","VALUES_6","VALUES_7","VALUES_8","VALUES_9","VALUES_EGO","VALUES_ALT","VALUES_BIO","ATT_ENVR_1","ATT_ENVR_2","ATT_ENVR_3","ATT_ENVR_4","ATT_ENVR_5","ATT_ENVR_6","ATT_ENVR_7","ATT_ENVR_8","ATT_ENVR_9","ATT_ENVR_10","ATT_ENVR_11","ATT_ENVR_12","ATT_ENVR_13","ATT_ENVR_14","ATT_ENVR_15","ATT_ENVR_16","ATT_ENVR","ATT_ENVR_TECH","ATT_HEALTH_1","ATT_HEALTH_2","ATT_HEALTH_3","ATT_HEALTH_4","ATT_HEALTH_5","ATT_HEALTH_6","ATT_HEALTH_7","ATT_HEALTH_8","ATT_HEALTH","NORMS_ME_1","NORMS_ME_2","NORMS_ME_3","NORMS_ME_4","NORMS_ME_SELF","NORMS_ME_SELF_NO","NORMS_ME_OTHERS","NORMS_ME_OTHERS_NO","NORMS_PEER_1","NORMS_PEER_2","NORMS_PEER_3","NORMS_PEER_4","NORMS_PEER_SELF","NORMS_PEER_SELF_NO","NORMS_PEER_OTHERS","NORMS_PEER_OTHERS_NO","NORMS_ORGS_1","NORMS_ORGS_2","NORMS_ORGS_3","NORMS_ORGS_4","NORMS_ORGS_SELF","NORMS_ORGS_SELF_NO","NORMS_ORGS_OTHERS","NORMS_ORGS_OTHERS_NO","SELFEFF_1","SELFEFF_2","SELFEFF_3","SELFEFF_4","SELFEFF_5","SELFEFF_6","SELFEFF","AQ_IMPACTS_1","AQ_IMPACTS_2","AQ_IMPACTS_3","AQ_IMPACTS_4","AQ_IMPACTS_5","AQ_CAUSES_1","AQ_CAUSES_2","AQ_CAUSES_3","AQ_CAUSES_4","AQ_CAUSES_5","AQ_ME_1","AQ_ME_2","AQ_ME_3","AQ_ME_4","AQ_ME_5","AQ_ME_6","AQ_PEER_1","AQ_PEER_2","AQ_PEER_3","AQ_PEER_4","AQ_ORGS_1","AQ_ORGS_2","AQ_ORGS_3","AQ_ORGS_4","IDLING_1","IDLING_2","IDLING_3","IDLING_4","IDLING_5","IDLING_6","IDLING_6_TEXT","IDLING_LOGAN","IDLING","IDLING_LOGAN2","BEHCHG_ME_1","BEHCHG_ME_2","BEHCHG_ME_3","BEHCHG_ME_4","BEHCHG_ME_5","BEHCHG_ME_6","BEHCHG_ME_7","BEHCHG_ME_8","BEHCHG_ME_8_TEXT","BEHCHG_ME_9","BEHCHG_ME","BEHCHG_ME_MODE","BEHCHG_ME_TRIP","BEHCHG_ME_IDLE","BEHCHG_POP_1","BEHCHG_POP_2","BEHCHG_POP_3","BEHCHG_POP_4","BEHCHG_POP_5","BEHCHG_POP_6","BEHCHG_POP_7","BEHCHG_POP_8","BEHCHG_POP_8_TEXT","BEHCHG_POP_9","BEHCHG_POP","BEHCHG_POP_MODE","BEHCHG_POP_TRIP","BEHCHG_POP_IDLE","SUPPORT_1","SUPPORT_2","SUPPORT_3","SUPPORT_4","SUPPORT_5","SUPPORT_6","SUPPORT_7","SUPPORT_8","SUPPORT","OTHER_IDEAS","ORGPROG_1","ORGPROG_2","ORGPROG_3","ORGPROG_4","ORGPROG_5","ORGPROG_6","ORGPROG","COMMENTS"
"R_3m1AStmIZYPfz49","R_2TtaXBoqy1gAVut",1199,1,"","","Very important","Moderately important","Slightly important","Moderately important","Extremely important","Very important","Very important","Very important","Extremely important",2,3,3.33333333333333,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",-0.0333333333333333,0,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.4,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat more","About the same","Somewhat more","Somewhat more",0,FALSE,0.25,FALSE,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.166666666666667,"Moderately","Moderately","A little","Moderately","Moderately","Moderately","A lot","Moderately","Moderately","Moderately","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Sometimes","Never","Never","Rarely","Rarely",NA,"","Idling vehicles must not be left unattended.",0.2,"Wrong",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,3,TRUE,TRUE,TRUE,"35%","35%","35%","50%","35%","35%","35%",NA,"",NA,0.371428571428571,0.35,0.4,0.35,"I might support this","I might support this","I might support this","I might support this","I might support this","I would never support this","I would never support this","I would never support this",-0.375,"","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Never heard of it",0.5,""
"R_1OP1SkSQ1nu9HIJ","R_2TtaXBoqy1gAVut",1199,2,"","","Moderately important","Moderately important","Moderately important","Very important","Extremely important","Very important","Extremely important","Very important","Very important",2,3.33333333333333,3.33333333333333,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree",-0.0333333333333333,0,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",0.3,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",0.333333333333333,"Moderately","Moderately","A little","A little","A lot","Moderately","Moderately","Moderately","A little","Moderately","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Sometimes","Rarely","Never","Never","Never",NA,"","I have no idea.",0.15,"Don't know",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,4,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"","<5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_O2K9OvbvqjIBuzT","R_2TtaXBoqy1gAVut",1199,3,"","","Slightly important","Slightly important","Extremely important","Very important","Very important","Very important","Moderately important","Moderately important","Moderately important",2,3,2,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",0.0333333333333333,0,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",0.2,"No opinion","No opinion","No opinion","Somewhat more",0,TRUE,0.25,FALSE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree",0.25,"Moderately","Moderately","Moderately","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","Neither agree nor disagree","Neither agree nor disagree","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion",NA,NA,NA,NA,NA,NA,"","I have no idea.",NA,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"","<5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_2CvPQ0AMYJrcky3","R_27kBOZDKr3hm7E1",1200,1,"","","Slightly important","Moderately important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",2.33333333333333,4,4,"Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree",0.633333333333333,0.5,"Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree",0.2,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",1,"A lot","A lot",NA,"A lot","A lot","Moderately","Moderately","A lot","A little","A lot","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Sometimes","Sometimes","Rarely","Rarely","Never",NA,"","I have no idea.",0.3,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,1,FALSE,FALSE,TRUE,"35%","35%","35%","35%","50%","50%","50%","<5%","","<5%",0.414285714285714,0.35,0.45,0.5,"I might support this","I would strongly support this","I would strongly support this","I would never support this","I would strongly support this","I might support this","I might support this","I would never support this",0.125,"","Heard of it, but not familiar with it","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it",1,""
"R_3kMIZ5FZCxRvrFV","R_2TWYWqicIfYsSov",1202,1,"","","Very important","Very important","Slightly important","Extremely important","Very important","Moderately important","Moderately important","Moderately important","Moderately important",2.33333333333333,3,2,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",-0.133333333333333,0.5,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree",0.1,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.333333333333333,"Moderately","A little","A little","No opinion","No opinion","A lot","A lot","A little","A little","A little","Somewhat agree","Neither agree nor disagree","No opinion","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Always","Always","Always","Sometimes",NA,"","I have no idea.",0.9,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,"20%","20%","20%","35%","<5%","<5%","<5%",NA,"",NA,0.157142857142857,0.2,0.15,0.05,"I might support this","I would never support this","I might support this","I might support this","I might support this","I would never support this","I might support this","I would never support this",-0.375,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it",0.5,""
"R_2t4EMecbARNy1kf","R_2TWYWqicIfYsSov",1202,2,"","","Very important","Not at all important","Slightly important","Very important","Slightly important","Very important","Very important","Very important","Very important",1.33333333333333,2.33333333333333,3,"Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree",0.133333333333333,0,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree",0.3,"About the same","No opinion","Somewhat more","No opinion",0.25,FALSE,0,TRUE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Somewhat less","Somewhat less","Somewhat less","Somewhat less",0,FALSE,0,FALSE,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree",-0.333333333333333,"Moderately","Moderately","A little","A little","Not at all","A lot","A lot","A little","Not at all","A lot","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Never","Never","Always","Frequently","Never","Always","","I have no idea.",0.458333333333333,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,3,FALSE,TRUE,TRUE,"<5%","<5%","<5%","65%","<5%","65%","65%",NA,"",NA,0.307142857142857,0.05,0.45,0.65,"I would strongly support this",NA,NA,"I might support this",NA,"I would never support this",NA,NA,0,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it",0.5,""
"R_2z5vCysADukJ8M2","R_3JJB4oWiX1ZweCl",1203,1,"","","Slightly important","Not at all important","Not at all important","Very important","Extremely important","Moderately important","Very important","Very important","Extremely important",0.333333333333333,3,3.33333333333333,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Neither agree nor disagree",0.6,0,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",0.4,"About the same","Much less","Somewhat more","Much more",0.25,FALSE,1,FALSE,"No opinion","Somewhat less","No opinion","Somewhat more",0,TRUE,0.5,FALSE,"About the same","Somewhat less","Somewhat more","Somewhat more",0.25,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree",0.166666666666667,"A lot","No opinion","No opinion","No opinion","No opinion","Moderately","Moderately","A lot","A little","Moderately","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","No opinion","Strongly agree","Somewhat agree","Somewhat agree","No opinion","Never","Never","Never","Never","Never","Never","",NA,0,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"",FALSE,3,TRUE,TRUE,TRUE,"<5%","20%","<5%","50%","<5%","65%","35%",NA,"","50%",0.264285714285714,0.1,0.4,0.35,"I might support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I might support this",0.625,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_3QQQxSjVEn8A129","R_3JJB4oWiX1ZweCl",1203,2,"","","Slightly important","Not at all important","Not at all important","Very important","Extremely important","Very important","Very important","Moderately important","Extremely important",0.333333333333333,3.33333333333333,3,"Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree",0.4,0.5,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree",0.7,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.25,"A lot","A lot","A lot","A lot","Moderately","A lot","A lot","A lot","Moderately","Moderately","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","No opinion","No opinion","No opinion","No opinion","Rarely","Rarely","Never","Never","Never",NA,"",NA,0.1,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,3,TRUE,TRUE,TRUE,"35%","35%","<5%","35%","<5%","<5%","<5%",NA,"",NA,0.178571428571429,0.25,0.15,0.05,"I might support this","I might support this","I would strongly support this","I might support this","I would strongly support this","I would strongly support this","I might support this","I would strongly support this",0.5,"","Never heard of it","Never heard of it","Never heard of it","Familiar with it","Never heard of it","Never heard of it",1,""
"R_cO278g1xwFaZ8Od","R_1r31PYHvTelPerf",1204,1,"","","Moderately important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Very important",3,4,3.66666666666667,"Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree",0.8,-0.5,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree",0.8,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"About the same","About the same","About the same","About the same",0,FALSE,0,FALSE,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree",0.416666666666667,"A lot","A lot","A lot","Moderately","A lot","A lot","A little","A lot","A little","Moderately","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Rarely","Never","Rarely","Never","Never",NA,"","I have no idea.",0.1,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"<5%","<5%","<5%","20%","<5%","<5%","20%",NA,"",NA,0.0928571428571429,0.05,0.1,0.2,"I would strongly support this","I would strongly support this","I might support this","I might support this","I would strongly support this","I might support this","I would strongly support this","I would strongly support this",0.625,"","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Familiar with it","Never heard of it",2.5,""
"R_2roWJnoqxjS2XZa","R_1r31PYHvTelPerf",1204,2,"","","Moderately important","Moderately important","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Extremely important","Extremely important",2.66666666666667,3.66666666666667,4,"Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree",0.866666666666667,-0.5,"Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree",0.5,"About the same","Somewhat less","Much more","Much more",0.5,FALSE,0.75,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat agree",0.5,"A lot","A lot","A lot","A lot","A lot","Moderately","Not at all","A lot","A little","Moderately","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Never","Never","Rarely","Rarely","Never",NA,"","I have no idea.",0.1,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"<5%","<5%","<5%","20%","<5%","<5%","<5%",NA,"",NA,0.0714285714285714,0.05,0.1,0.05,"I would strongly support this","I might support this","I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I might support this","I might support this",0.5,"","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Never heard of it",2,""
"R_0GmzFXsoll434v7","R_3OlFuTsgMAXD7y4",1205,1,"","","Not at all important","Slightly important","Slightly important","Moderately important","Extremely important","Very important","Slightly important","Slightly important","Slightly important",0.666666666666667,3,1,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree",0.1,0.5,"Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",0.2,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"About the same","Somewhat less","Somewhat more","Somewhat more",0.25,FALSE,0.5,FALSE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Strongly disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",-0.416666666666667,"A lot","Moderately","Moderately","Moderately","A little","Moderately","Moderately","A lot","Moderately","A lot","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Rarely","Rarely","Sometimes","Sometimes","Never",NA,"",NA,0.3,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,3,FALSE,TRUE,TRUE,"20%","20%",NA,"<5%","<5%","<5%","<5%",NA,"",NA,0.1,0.2,0.05,0.05,"I might support this","I would strongly support this","I might support this","I would strongly support this","I would strongly support this","I would never support this","I might support this","I would never support this",0.125,"","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Never heard of it",1,""
"R_1DtMPVHb3NmoYaY","R_3OlFuTsgMAXD7y4",1205,2,"","","Slightly important","Moderately important","Moderately important","Very important","Very important","Very important","Moderately important","Very important","Very important",1.66666666666667,3,2.66666666666667,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",0.0666666666666667,0,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",0.3,"Somewhat less","Somewhat less","Much more","Somewhat more",0.75,FALSE,0.5,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat less","Much less","Much more","Much more",0.75,FALSE,1,FALSE,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",0,"A lot","A lot","A lot","A lot","Moderately","A lot","A lot","A lot","Moderately","A lot","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Rarely","Never","Rarely","Never","Never",NA,"",NA,0.1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,3,FALSE,TRUE,TRUE,"20%","20%","<5%","35%","<5%","20%","35%",NA,"",NA,0.2,0.15,0.2,0.35,"I would strongly support this","I might support this","I would strongly support this","I might support this","I might support this","I might support this","I might support this","I might support this",0.25,"","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Familiar with it","Familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it",4,""
"R_1JVMCE1nFW5BgfN","R_3DncbKfHSZ0pwbC",1206,1,"","","Slightly important","Very important","Moderately important","Extremely important","Very important","Very important","Moderately important","Moderately important","Moderately important",2,3.33333333333333,2,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree",-0.233333333333333,0.5,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree",1,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"About the same","About the same","Somewhat more","Somewhat less",0.25,FALSE,-0.25,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",-0.416666666666667,"A little","A little","A little","A little","Moderately","Moderately","Moderately","A little","Not at all","A little","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Never","Never","Never","Never","Never",NA,"","Idling vehicles must not be left unattended.",0,"Wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,1,FALSE,FALSE,TRUE,"20%","20%","20%","35%","20%","<5%","35%",NA,"",NA,0.221428571428571,0.2,0.2,0.35,"I might support this",NA,"I would strongly support this",NA,NA,NA,"I would never support this",NA,0,"","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Familiar with it","Never heard of it",2,""
